EAN NUEVO,DESCRIPCIÓN,Descuento ,Mes,Categoria
4006000017396,SERUM ANTI MANCHAS DE ACNE LUMINOUS 630,25%,junio,Dermocosmetica
4006000017402,SERUM ANTI MANCHAS DE EDAD LUMINOUS 630,25%,junio,Dermocosmetica
4005900786487,NFC LUMINOUS 630 FLUID SPF 50,25%,junio,Dermocosmetica
4005900887818,NFC LUMINOUS 630 NIGHT,25%,junio,Dermocosmetica
7501054541172,Agua Micelar Piel Normal,20%,junio,Dermocosmetica
4005900940933,Agua Micelar Vitamina C,20%,junio,Dermocosmetica
4005900359261,Agua Micelar Piel Normal,20%,junio,Dermocosmetica
4005900499257,Agua Micelar Expert Bifásica,20%,junio,Dermocosmetica
42277132,Desmaquillador de Ojos Bifásico,20%,junio,Dermocosmetica
8412300001175,Leche Limpiadora Refrescante,20%,junio,Dermocosmetica
4005800137679,Lata 60 ml.,10%,junio,Dermocosmetica
4005800137556,Lata 150 ml.,10%,junio,Dermocosmetica
4005808890590,Pote 100 ml.,10%,junio,Dermocosmetica
4005808515592,Pote 200 ml.,10%,junio,Dermocosmetica
4005900717238,NIVEA Hand Cuidado Anti-edad Q10,15%,junio,Dermocosmetica
42429142,NHAND CUIDADO INTENSIVO 100ML,15%,junio,Dermocosmetica
4005800137068,Protección Intensiva 150ml,15%,junio,Dermocosmetica
4005900984616,Nutritiva Body Milk - Rápida Absorción 250ml,20%,junio,Dermocosmetica
4005900984623,Nutritiva Body Milk - Rápida Absorción 400ml,20%,junio,Dermocosmetica
4006000040417,SOFT MILK X 5EN1 250ml,20%,junio,Dermocosmetica
4006000040424,SOFT MILK X 5EN1 400ml,20%,junio,Dermocosmetica
4006000040356,HIDRATACION EXPRESS PIEL NOR 5EN1 250ml,20%,junio,Dermocosmetica
4006000040363,HIDRATACION EXPRESS PIEL NOR 5EN1 400ml,20%,junio,Dermocosmetica
4005900399953,Cereza 400ml,20%,junio,Dermocosmetica
4005900399946,Vainilla 400ml,20%,junio,Dermocosmetica
4006000011158,Q10 Pus Collagen 6en1 400ml,20%,junio,Dermocosmetica
4005900143952,Piernas Relajadas Anticelulitis 400ml,20%,junio,Dermocosmetica
7798158482474,BUCAL TAC CERA DE ORTODONCIA SIN SABOR,50%,junio,Cuidado oral
77998158482481,BUCAL TAC CERA DE ORTODONCIA SABOR MENTA,50%,junio,Cuidado oral
7798034749240,BUCAL TAC MINAMINT SPRAY BUCAL SABOR SPEARMINT,50%,junio,Cuidado oral
7798034749257,BUCAL TAC MINAMINT SPRAY BUCAL SABOR FRESHMINT,50%,junio,Cuidado oral
7798034748601,BUCAL TAC PerioSticks SOFT Palillos Interdentales 30 u,30%,junio,Cuidado oral
7798034741947,"BUCAL PERIODENT TRATAMIENTO Enjuague Bucal con Clorhexidina 0,12% y Xilitol 10%. 200 ml.",30%,junio,Cuidado oral
7798034741909,BUCAL PERIODENT MANTENIMIENTO 200 ml.,30%,junio,Cuidado oral
7798034748557,BUCAL TAC Cepillo Dental para Adultos 5680 c/ Capuchón - Cerdas microfinas cónicas,25%,junio,Cuidado oral
7798034748564,BUCAL TAC Cepillo Dental de Ortodoncia 5680 c/ capuchón - Cerdas microfinas cónicas,25%,junio,Cuidado oral
7798034748533,GREEN DENT Bamboo Cepillo Dental para Adultos 1 u. By BUCAL TAC,25%,junio,Cuidado oral
7798034748540,GREEN DENT Bamboo Cepillo Dental para Niños 1 u. By BUCAL TAC,25%,junio,Cuidado oral
7798034746676,BUCAL TAC BIOBALANCE Enjuague bucal para Boca Seca. Con Electrolitos Naturales de la Saliva. 480 ml.,25%,junio,Cuidado oral
7792640007756,Gel Fijación Fuerte Ortiga Concentrado x 160 g,40%,junio,Dermocosmetica
7792640007749,Shampoo Ortiga-Caspa Concentrado,40%,junio,Cuidado capilar
7792640001808,Shampoo con Keratina Hair Therapy,50%,junio,Cuidado capilar
7792640001815,Acondicionador con Keratina Hair Therapy,50%,junio,Cuidado capilar
7792640001822,Mascarilla con Keratina Hair Therapy,50%,junio,Cuidado capilar
7792640008029,Shampoo pH Extra Acido,40%,junio,Cuidado capilar
7792640008036,Balsamo pH Extra Acido,40%,junio,Cuidado capilar
7792640008043,Mascarilla Capilar pH Extra Acido,40%,junio,Cuidado capilar
7792640004489,Shampoo Manzanilla,25%,junio,Cuidado capilar
7792640004496,Acondicionador Manzanilla,25%,junio,Cuidado capilar
7792640004571,Shampoo Pelo Mixto,25%,junio,Cuidado capilar
7792640004588,Acondicionador Pelo Mixto,25%,junio,Cuidado capilar
TODOS,Coloración en Crema ,25%,junio,Cuidado capilar
7798336942264,Bensimon Red X 100,25%,junio,Perfumeria
7798336947160,SUNSET X 100,20%,junio,Perfumeria
7798336941236,Cher veinte X 100,20%,junio,Perfumeria
7798336946156,Cher Iris EDP 50 ml,30%,junio,Perfumeria
7798336946149,Cher Iris EDP 100 ml,30%,junio,Perfumeria
7798336949348,SARKANY WHY NOT 1 X 100,20%,junio,Perfumeria
7798336949249,ATELIER A02 ROSA X 100 ML,20%,junio,Perfumeria
1234567891019,Esponja Facial Konjac Original Blanca Universal,20%,junio,Dermocosmetica
1234567891026,Esponja Facial Konjac Original Cenizas de bambú (Negra),20%,junio,Dermocosmetica
8809373570026,Mascarilla Facial Coony Aloe Essence Mask,25%,junio,Dermocosmetica
8809373570064,Mascarilla Facial Coony Hyaluronic Essence Mask,25%,junio,Dermocosmetica
8809373570118,Mascarilla Facial Coony Green Tea Essence Mask,25%,junio,Dermocosmetica
8809192705586,Coony Madecassic Eye Cream,20%,junio,Dermocosmetica
8809192706286,Coony Retinol Overnight Repair Serum,20%,junio,Dermocosmetica
8809192705593,Coony Hair Curling Essence,30%,junio,Dermocosmetica
8809192702684,Coony Foot Peeling,20%,junio,Dermocosmetica
8809192708082,Coony Scalp Therapy Massager (Negro),20%,junio,Dermocosmetica
7509546651057,Crema Dental Colgate Luminous White Carbon Activado 90grs,50%,junio,Cuidado oral
7509546069609,Crema Dental Colgate Luminous Instant 70grs,50%,junio,Cuidado oral
7509546688398,Pasta Dental Colgate Total 12 Original 90g,33%,junio,Cuidado oral
7509546686042,Crema Dental Colgate Total 12 Carbón Activado 90g,50%,junio,Cuidado oral
7891024134429,Crema Dental Colgate Sensitive Whitening x100grs,15%,junio,Cuidado oral
7509546671550,Crema Dental Colgate Sensitive Pro Alivio Inmediato Encías 90grs,33%,junio,Cuidado oral
7509546690285,Crema Dental Colgate Sensitive Pro Alivio Inmediato Xtreme 110g,50%,junio,Cuidado oral
7509546686912,Cepillo Dental Colgate Sensitive Pro Alivio Single,20%,junio,Cuidado oral
7891024064290,Cepillo Dental Colgate Slim Soft Advanced Single,50%,junio,Cuidado oral
7509546673042,Cepillo Dental Colgate ZigZag Carbón 2x,50%,junio,Cuidado oral
7509546666983,Enjuague Bucal Colgate Luminous White Carbón x500ml,50%,junio,Cuidado oral
7509546686585,Enjuague Bucal Colgate Total 12 Encias 250ml,20%,junio,Cuidado oral
7509546686622,Enjuague Colgate Total 12 Carbón Activado 250ml,50%,junio,Cuidado oral
7509546679525,Enjuague Bucal Colgate Plax Odor Control 250ml,50%,junio,Cuidado oral
7891024030813,Enjuague Bucal Colgate Pro Alivio x 250 ml,50%,junio,Cuidado oral
7793100130243,Crema Dental Colgate PerioGard 90g,15%,junio,Cuidado oral
7891024019610,Cepillo Dental Colgate Periogard Extra Soft,15%,junio,Cuidado oral
7891024179925,Enjuague Bucal Colgate Periogard Sin Alcohol 250ml (Terapeutico),15%,junio,Cuidado oral
7793100112287,Crema Dental Colgate Orthogard x90grs,15%,junio,Cuidado oral
7891024068007,Cepillo Dental Colgate Orthogard,15%,junio,Cuidado oral
7891024036570,Enjuague Bucal Colgate Orthogard x250ml,15%,junio,Cuidado oral
8718951193581,Crema Dental Elmex Anticavity x90grs,15%,junio,Cuidado oral
8718951213524,Crema Dental Elmex Sensitive x110grs,15%,junio,Cuidado oral
8718951456440,Crema Dental Elmex Sensitive Professional Whitening 110g,15%,junio,Cuidado oral
7891024020180,Cepillo Dental Elmex Anticavity,15%,junio,Cuidado oral
7891024020173,Cepillo Dental Elmex Sensitive,15%,junio,Cuidado oral
7891024020197,Cepillo Dental Elmex Ultrasoft,15%,junio,Cuidado oral
7891024020210,Cepillo Dental Elmex Ultrasoft 2Pack,15%,junio,Cuidado oral
8718951193611,Enjuague Bucal Elmex Anticavity 400ml,15%,junio,Cuidado oral
8718951193642,Enjuague Bucal Elmex Sensitive 400ml,15%,junio,Cuidado oral
7509546659091,Jabón Palmolive Naturals Carbón 150grs,33%,junio,Higiene personal
7891024035580,Jabón Palmolive Naturals Jazmín y Cacao 150g,33%,junio,Higiene personal
7509546689326,Jabón en barra Palmolive Mandarina y Romero 150g,33%,junio,Higiene personal
7891024026458,Jabón Palmolive Naturals Turmalina 150grs,33%,junio,Higiene personal
TODAS,COL ISSUE SIN AMONÍACO KIT,25%,junio,Cuidado capilar
7793008019022,FIJADOR ROBY EXTRA FUERTE NEW 390ML,15%,junio,Cuidado capilar
7793008019039,FIJADOR ROBY FUERTE NEW 390 ML,15%,junio,Cuidado capilar
7793008019046,FIJADOR ROBY ANTIFRIZZ NEW 390 ML,15%,junio,Cuidado capilar
TODAS,ISSUE ULTRA BRILLO KIT,25%,junio,Cuidado capilar
7796285288983,ADERMICINA CUIDADO FACIAL antiarrugas CRE x 90,20%,junio,Dermocosmetica
7796285289003,ADERMICINA CUIDADO FACIAL humectante CRE x 90,20%,junio,Dermocosmetica
7796285288990,ADERMICINA CUIDADO FACIAL unificadora CRE x 90,20%,junio,Dermocosmetica
7796285288938,CALADRYL CUIDADOS INTENSIVOS PIEL DESHIDRAT EMU x 400,25%,junio,Dermocosmetica
7796285288907,CALADRYL CUIDADOS INTENSIVOS PIEL DIABETICO EMU x 400,25%,junio,Dermocosmetica
7796285279493,CALADRYL CUIDADOS INTENSIVOS PIEL SENSIBLE EMU x 400,25%,junio,Dermocosmetica
7796285290733,CVP CANNABIDIOL CRE x 400,50%,junio,Dermocosmetica
7796285289348,EVAGINA ESP x 240,40%,junio,Proteccion femenina
7796285289324,EVAGINA JLI x 200,40%,junio,Proteccion femenina
7796285289331,EVAGINA Pomo GEL x 50,40%,junio,Proteccion femenina
7796285290856,EVAGINA DEO INTIMO AER x 75,40%,junio,Proteccion femenina
7796285290740,EVAGINA húmedas TOA x 20,40%,junio,Proteccion femenina
7792981004056,MAGNESIO,20%,junio,Suplementos y Nutrición
7792981004223,VITAMINA D,25%,junio,Suplementos y Nutrición
7792981004155,VITAMINA C 500 MG,25%,junio,Suplementos y Nutrición
7792981004209,VITAMINA C 1G (SOBRES),25%,junio,Suplementos y Nutrición
7792981004186,TRIPLE ESCUDO,25%,junio,Suplementos y Nutrición
7792981006036,ENACCION COLAGENO,25%,junio,Suplementos y Nutrición
7792981006210,ENACCION COLAGENO Complex,25%,junio,Suplementos y Nutrición
7792981006203,ENACCION COLAGENO MOVE,25%,junio,Suplementos y Nutrición
TODOS,ENARGY GEL,20%,junio,Suplementos y Nutrición
TODAS,ENA BARRAS,20%,junio,Suplementos y Nutrición
7792981063091,TRUE MADE PURE COLLAGEN NEUTRO - LANZAMIENTO,20%,junio,Suplementos y Nutrición
7792981063084,TRUE MADE PURE COLLAGEN LEMONADE - LANZAMIENTO,20%,junio,Suplementos y Nutrición
7792981063114,TRUE MADE PURE COLLAGEN BLUEBERRY - LANZAMIENTO,20%,junio,Suplementos y Nutrición
7792981070426,TRUE MADE WHEY COLLAGEN CHOCOLATE - LANZAMIENTO,20%,junio,Suplementos y Nutrición
7792981070433,TRUE MADE WHEY COLLAGEN VAINILLA - LANZAMIENTO,20%,junio,Suplementos y Nutrición
7798140256120,Gold Lift Serum,50%,junio,Dermocosmetica
7798140259381,Gold Lift Día,50%,junio,Dermocosmetica
7798140259398,Gold Lift Noche,50%,junio,Dermocosmetica
7798140254034,Maquillaje Gold Lift,50%,junio,Dermocosmetica
7798140254027,Maquillaje Gold Lift,50%,junio,Dermocosmetica
7898636190706,Serum Aclarante Vit. C,50%,junio,Dermocosmetica
7798140252351,Anti-Manchas,50%,junio,Dermocosmetica
7798140257523,CICATRICURE PORCELANA CREMA GEL 50 GR,50%,junio,Dermocosmetica
7798140257516,CICATRICURE PORCELANA FACIAL PEEL X 30 ML,50%,junio,Dermocosmetica
7798140256397,CICATRICURE PROT SOLAR FPS50 50GR,50%,junio,Dermocosmetica
650240068676,CICATRICURE ANTIARRUGAS SERUM 30ML,50%,junio,Dermocosmetica
7798140255024,Crema Antiedad Tricure,50%,junio,Dermocosmetica
7798140250371,Beauty Care,50%,junio,Dermocosmetica
7798140259114,Gel NF,50%,junio,Dermocosmetica
7798140259107,Gel NF,50%,junio,Dermocosmetica
7798140256274,Eye Cream For Face,50%,junio,Dermocosmetica
7798140253297,Crema Acqua Defense Gel Facial,50%,junio,Dermocosmetica
7798140259435,Carbón Gel Exfoliante,50%,junio,Dermocosmetica
7798140257608,Adapaleno Gel,20%,junio,Dermocosmetica
650240035401,Jabones,20%,junio,Higiene personal
650240004643,Jabones,20%,junio,Higiene personal
650240036965,Jabones,20%,junio,Higiene personal
650240004292,Jabones,20%,junio,Higiene personal
650240007828,Jabones,20%,junio,Higiene personal
7798140257813,SERUM ANTIARRUGAS,30%,junio,Dermocosmetica
7798140257820,SERUM ACLARANTE,30%,junio,Dermocosmetica
7798140251910,Crema NF con mph,15%,junio,Dermocosmetica
7798140258285,Diabettx Plus Urea 10%,15%,junio,Dermocosmetica
7798140259992,Plus Urea 5% Calendula 1%,15%,junio,Dermocosmetica
7798140254430,Diabettx Desodorante Roll On,15%,junio,Dermocosmetica
7798140259763,Diabettx Crema para manos y codos,15%,junio,Dermocosmetica
7798140253181,Talco Liquido,15%,junio,Dermocosmetica
7798140256168,Triatop By Medicasp Reparacion Shampoo,20%,junio,Cuidado capilar
7798140256151,Triatop By Medicasp Clinical Shampoo,20%,junio,Cuidado capilar
7798140256137,TRIATOP BY MEDICASP REPARAC SHAMPOO,20%,junio,Cuidado capilar
7798140256144,TRIATOP BY MEDICASP CLINICAL SH AMPOO,20%,junio,Cuidado capilar
7798140257851,Shampoo Anticanas,20%,junio,Cuidado capilar
7798140257868,Acondicionador Anticanas,20%,junio,Cuidado capilar
7798140256762,Shampoo Herbolaria Milenaria v2,50%,junio,Cuidado capilar
7798140256779,Acondicionador Herbolaria Milenaria v2,50%,junio,Cuidado capilar
7798140257080,Monoestuche Restage Herbolaria (Sha + Aco),20%,junio,Cuidado capilar
7798140256724,Shampoo Engrosador v2,50%,junio,Cuidado capilar
7798140256731,Acondicionador Engrosador v2,50%,junio,Cuidado capilar
7798140256649,Shampoo Aclarante v2,50%,junio,Cuidado capilar
7798140256656,Acondicionador Aclarante v2,50%,junio,Cuidado capilar
7798140256496,Shampoo Crecimiento Saludable v2,15%,junio,Cuidado capilar
7798140256465,Acondicionador Crecimiento Saludable v2,15%,junio,Cuidado capilar
7798140256885,Shampoo Celulas Madre v2,15%,junio,Cuidado capilar
7798140256892,Acondicionador Celulas Madre v2,15%,junio,Cuidado capilar
7798140256687,Shampoo Aloe Vera v2,15%,junio,Cuidado capilar
7798140256694,Acondicionador Aloe Vera v2,15%,junio,Cuidado capilar
7798140256786,Shampoo Herbolaria Milenaria v2,15%,junio,Cuidado capilar
7798140256793,Acondicionador Herbolaria Milenaria v2,15%,junio,Cuidado capilar
7798140256748,Shampoo Engrosador v2,15%,junio,Cuidado capilar
7798140256755,Acondicionador Engrosador v2,15%,junio,Cuidado capilar
7798140256663,Shampoo Aclarante v2,15%,junio,Cuidado capilar
7798140256670,Acondicionador Aclarante v2,15%,junio,Cuidado capilar
7798140256489,Shampoo Crecimiento Saludable v2,15%,junio,Cuidado capilar
7798140256472,Acondicionador Crecimiento Saludable v2,15%,junio,Cuidado capilar
7798140256908,Shampoo Celulas Madre v2,15%,junio,Cuidado capilar
7798140256915,Acondicionador Celulas Madre v2,15%,junio,Cuidado capilar
7798140256700,Shampoo Aloe Vera v2,15%,junio,Cuidado capilar
7798140256717,Acondicionador Aloe Vera v2,15%,junio,Cuidado capilar
7798140252030,Spray Engrosador,15%,junio,Cuidado capilar
7798140256502,Crema Para Peinar Crecimiento Saludable,15%,junio,Cuidado capilar
7798140253242,Crema para peinar reparadora Aloe Vera,15%,junio,Cuidado capilar
7798140256977,LUBRICADOS MULTI-O,30%,junio,Higiene personal
7798140256991,TEXTURADO,30%,junio,Higiene personal
7798140257011,NATURALES,30%,junio,Higiene personal
7798140257028,ULTRA SENS,30%,junio,Higiene personal
7798140257448,On the Go,20%,junio,Higiene personal
7798140256441,Lomecan V Therapy Shampoo,50%,junio,Cuidado capilar
7798140256427,Lomecan V Therapy Espuma,20%,junio,Cuidado capilar
7798140257677,NEXT AB DOYPACK 220 ML CREM,50%,junio,Dermocosmetica
7798140257684,NEXT AB DOYPACK 220 ML ORIG,50%,junio,Dermocosmetica
650240062049,ASEPXIA JBN PIÑA ENV x 100,50%,junio,Dermocosmetica
650240060236,ASEPXIA PIÑA GEL PEELING ENV x 75,50%,junio,Dermocosmetica
650240060205,ASEPXIA POLVO PIÑA LIMPIADOR ENV x 42,50%,junio,Dermocosmetica
7500435113465,GILLETE ANT ANTIBACTERIAL GEL ENV x 82,25%,junio,Higiene personal
7702018913664,GILLETTE ANT COOL WAVE CLEAR GEL ENV x 82,25%,junio,Higiene personal
7500435113441,GILLETTE ANTIBACTERIAL ANT AER x 150,25%,junio,Higiene personal
7506309864839,GILLETTE COOL WAVE ANT DEO ENV x 93,25%,junio,Higiene personal
37000096153,SECRET CLINICAL LIGHT FRESH BAR x 45,25%,junio,Higiene personal
37000883425,SECRET CLINICAL COMPLETE CLEAN BAR x 45,25%,junio,Higiene personal
37000809050,SECRET FRESH BOHO BERRY DEO GEL x 73,25%,junio,Higiene personal
37000808312,SECRET OUTLAST DEO GEL x 73,25%,junio,Higiene personal
37000124429,SECRET ANT POWDER FRESH WIDE BARRA ENV x 48,25%,junio,Higiene personal
7500435151528,PAMPERS TH SIEMPRE LIMPIO ENV x 48,30%,junio,Bebes
4015400763697,PAMPERS TH FRESH CLEAN ENV x 48,30%,junio,Bebes
7500435151511,PAMPERS TH SIN PERFUME ENV x 48,30%,junio,Bebes
7500435145244,PAMPERS TH ALOE VERA ENV x 48,30%,junio,Bebes
7500435145152,ORAL B SPIDERMAN KIDS CRE x 50,20%,junio,Cuidado oral
3014260279165,ORAL B KIDS STAGES CRE x 100,20%,junio,Cuidado oral
7500435130547,ORAL B CR GENGIVA DETOX DEEP CLEAN ENV x 75,30%,junio,Cuidado oral
7500435142700,ORAL B CR 3D WHITE CARBON ENV x 102,30%,junio,Cuidado oral
7500435147194,ORAL B CR 3D WHITE MINERAL CLEAN ENV x 102,30%,junio,Cuidado oral
7500435153164,ORAL B CR CUIDADO 100% ENV x 70,30%,junio,Cuidado oral
7500435177030,ORAL B CR 3D WHITE PTA x 70,30%,junio,Cuidado oral
7500435176972,ORAL B EXTRA BLANC CON BICARBONATO CRE x 70,20%,junio,Cuidado oral
7500435122764,ORAL B CR COMPLETE LIMPIEZA PROFUNDA ENV x 70,20%,junio,Cuidado oral
7500435154741,ORAL B EXPERT SUAVE ULTRA FINO CEPILLO ENV x 1,30%,junio,Cuidado oral
7500435152648,ORAL B EXPERT SENSI ULTRA SUAVE CEPILLOS ENV x 1,30%,junio,Cuidado oral
7500435154734,ORAL B EXPERT CEP MEDIO ENV x 1,30%,junio,Cuidado oral
7500435143790,ORAL B CEP WT PURIFICATION SUAVE ENV x 2,30%,junio,Cuidado oral
7500435170529,ORAL B CEP 7 BENEFICIOS COMPACT ENV x 2,30%,junio,Cuidado oral
7500435170970,ORAL B CEP 35 INDICATOR ENV x 1,30%,junio,Cuidado oral
7500435170987,ORAL B CEP INDICAT EXTRA SUAVE 35 X2 ENV x 1,30%,junio,Cuidado oral
7500435151924,ORAL B EXPERT MICRO INTERDENTAL 2A3MM ENV x 10,30%,junio,Cuidado oral
7500435151931,ORAL B INTER EXPERT MINI 3-4MM ENV x 1,30%,junio,Cuidado oral
7500435151948,ORAL B PICK EXPERT INTERDENTAL ENV x 1,30%,junio,Cuidado oral
7794640173165,HINDS ANTI-AGE LIFT 90ML MANOS,25%,junio,Dermocosmetica
7794640173127,HINDS HIDRATACION EXTREMA 250ML,25%,junio,Dermocosmetica
7794640173134,HINDS HIDRATACION EXTREMA 90 ML MANOS,25%,junio,Dermocosmetica
7794640173172,HINDS REAFIRMANTE PRO 250ML,25%,junio,Dermocosmetica
7794640173097,HINDS ROSA PLUS 90ML MANOS,25%,junio,Dermocosmetica
7794640173080,HINDS ROSA PLUS 350 ML,25%,junio,Dermocosmetica
7794640171772,PARODONTAX CEPILLO,25%,junio,Cuidado oral
7794640172977,SENSODYNE CEPILLO COMPLETE CARE. MEDIUM,25%,junio,Cuidado oral
7794640172960,SENSODYNE CEPILLO COMPLETE CARE. SOFT,25%,junio,Cuidado oral
7794640170386,PARODONTAX BLANQUEADOR 116G,25%,junio,Cuidado oral
7896015520045,SENSODYNE EXTRA FRESH BLANQUEADOR X 90G,25%,junio,Cuidado oral
7896009498091,SENSODYNE PROTECCIÓN COMPLETA X90G,25%,junio,Cuidado oral
7794640170133,SENSODYNE REPARA&PROTEGE HYPERNOVA X 100G,25%,junio,Cuidado oral
70942122863,GUM PAL 632 SOFT PICKS INTERDENTAL ENV x   40,30%,junio,Cuidado oral
70942901536,GUM KIT 153 TRAVEL ( CEP+CR WHITENING X20) ENV x    1,30%,junio,Cuidado oral
70942303033,GUM FLOSSER 894 MENTA ENV x   40,30%,junio,Cuidado oral
70942304726,GUM FLOSSER 888 ACCION MULTIPLE  ENV x   40,30%,junio,Cuidado oral
70942304733,GUM FLOSSERS 887 ULTRA DESLIZANTE  ENV x   40,30%,junio,Cuidado oral
7798142350543,GUM CR 1743 WHITENING PLUS  ENV x  100,20%,junio,Cuidado oral
7798142350567,GUM CR 1752 SENSITIVE CARE DIENTE SENSIBLES  ENV x   90,20%,junio,Cuidado oral
TODOS,Q SOFT HISOPOS,10%,junio,Higiene personal
7790010002813,CAREFREE COMPACT PROT.DIARIOS TODOS LOS DIASx20,18%,junio,Proteccion femenina
7790010002851,CAREFREE PROT.DIARIOS TOD.L.DIDAS TANGA S/PERF.x20,18%,junio,Proteccion femenina
7790010002790,CAREFREE PROTEC.DIARIOS LONGS X20UNID,25%,junio,Proteccion femenina
7790010002820,CAREFREE PROTEC.DIARIOS TODOS LOS DIAS S/PERF. x20,18%,junio,Proteccion femenina
7790010002905,CAREFREE PROTECCION COMPACT S/PERF.PROTECTOR X20,18%,junio,Proteccion femenina
7790010002943,JOHNSON ACEITE PURO HIPOALERGENICO SOL X100ml,18%,junio,Proteccion solar
7891010255411,LISTERINE ANTICARIES ZERO ENJUAGUE BUCAL SOLUCx250,0%,junio,Cuidado oral
7891010255374,LISTERINE CUIDADO TOTAL ENJUAGUE BUCAL X250,3%,junio,Cuidado oral
7891010255398,LISTERINE CUIDADO TOTAL FRESCURA SUAVE ENJ.BUCx250,0%,junio,Cuidado oral
7891010255305,LISTERINE PREV.DENTAL ENCIAS ENJUAGUE BUCAL X250,3%,junio,Cuidado oral
7702031618737,LISTERINE WHITENING EXTREME SOL X236,0%,junio,Cuidado oral
7891010255350,LISTERINE COOL MINT FRESCUR.SVE. S/ALCOHOL ENJx250,3%,junio,Cuidado oral
7891010255244,LISTERINE COOL MINT FRESCURA INTENSA ENJ.BUC X250,21%,junio,Cuidado oral
7891010255329,LISTERINE FRESH BURST ENJUAGUE BUCAL X250,21%,junio,Cuidado oral
7891010249861,NEUTROGENA BRIGHT BOOST FACIAL CREAM GELx50,3%,junio,Dermocosmetica
7891010249878,NEUTROGENA BRIGHT BOOST FACIAL F30 CREAM GELx40,0%,junio,Dermocosmetica
7891010255138,NEUTROGENA HYDRO BOOST FPS25 GEL X40grs,3%,junio,Dermocosmetica
7891010251031,NEUTROGENA HYDRO BOOST HIDR.BIFASICA MIC WATERx200,3%,junio,Dermocosmetica
7891010255725,NEUTROGENA REFILL HYDRO BOOST CREMA FACIAL X50grs,3%,junio,Dermocosmetica
70501051054,NEUTROGENA TOALLITAS DEMAQUILL.REMOVER.MAKE-UP X25,0%,junio,Dermocosmetica
70501053553,NEUTROGENA TOALLITAS DEMAQUILLAN.NIGHT CALMING X25,0%,junio,Dermocosmetica
7790010002615,SIEMPRE LIBRE ADAPT PLUS NOCHE&DIA CON ALAS X8UNID,25%,junio,Proteccion femenina
7790010002639,SIEMPRE LIBRE ADAPT PLUS SUAVE C/ALAS TOALLA X8U.,18%,junio,Proteccion femenina
7790010002752,SIEMPRE LIBRE ADAPT PLUS ULTRAFINA SUAVE TOALLA X8,18%,junio,Proteccion femenina
7790010002653,SIEMPRE LIBRE ESPECIAL SUAVE CON ALAS X8,25%,junio,Proteccion femenina
7790010002769,SIEMPRE LIBRE ESPECIAL ULTRAFINA SVE C/ALAS x8UNID,18%,junio,Proteccion femenina
7790010002714,SIEMPRE LIBRE SUAVE NORMAL CON ALAS x8-069/484,18%,junio,Proteccion femenina
7891010253905,NEUTROGENA BODY CARE INT HIDRA PROT ENV x 400,30%,junio,Dermocosmetica
7891010253257,NEUTROGENA BODY HIDRA &REVIT ENV x 400,30%,junio,Dermocosmetica
7891010253936,NEUTROGENA BODY HIDRA& SUAV ENV x 400,30%,junio,Dermocosmetica
7891010253899,NEUTROGENA BODY HYDRA &REPA ENV x 200,30%,junio,Dermocosmetica
7891010253929,NEUTROGENA HYDRA &SUAV ENV x 200,30%,junio,Dermocosmetica
7702031310914,NEUTROGENA HYDRO BOOST HYALURO ACID GEL ENV x 400,30%,junio,Dermocosmetica
7702031399858,NEUTROGENA HYDRO BOOST HYALURONIC ACID GEL ENV x 200,30%,junio,Dermocosmetica
7794626011368,KOTEX PROT CLASSIC PH BALANCEADO S/PERFUME ENV x 20,10%,junio,Proteccion femenina
7794626011375,KOTEX PROT CLASSIC PH BALANCEADO ENV x 60,10%,junio,Proteccion femenina
7794626013089,KOTEX PROT IND CAMBIO PH ENV x 20,15%,junio,Proteccion femenina
7793620003546,KOTEX PROT MULTIFORMA S/PERFUME ENV x   20,25%,junio,Proteccion femenina
7793620003553,KOTEX PROT CUIDADO DIARIO ENV x 60,30%,junio,Proteccion femenina
7793620003560,KOTEX PROT MULTIFORMA PH BALANCEADO S/PERFUME        ENV x  100,35%,junio,Proteccion femenina
7794626011597,KOTEX TAMPONES MINI ENV x 12,10%,junio,Proteccion femenina
7702425808041,KOTEX TAMPONES MEDIO ENV x 12,10%,junio,Proteccion femenina
7702425808058,KOTEX TAMPONES SUPER ENV x 12,10%,junio,Proteccion femenina
7702425543966,KOTEX TAMPONES MEDIO ENV x 20,10%,junio,Proteccion femenina
7702425543973,KOTEX TAMPONES SUPER ENV x 20,10%,junio,Proteccion femenina
7794626011726,KOTEX TOA FEMENINA ESPECIAL C/ALAS ENV x 8,25%,junio,Proteccion femenina
7794626011733,KOTEX TOA FEMENINA ESPECIAL C/ALAS ENV x 16,30%,junio,Proteccion femenina
7794626011566,KOTEX TOA NOCTURNA C/ALAS ENV x 16,10%,junio,Proteccion femenina
7794626011184,PLENITUD PROTECT PAÑAL T(G) ENV x 16,15%,junio,Proteccion femenina
7794626011153,PLENITUD PROTECT PAÑAL ADULTO T(M) ENV x 16,15%,junio,Proteccion femenina
7794626011191,PLENITUD PROTECT PAÑAL ADULTO T(XG) ENV x 16,15%,junio,Proteccion femenina
7794626011160,PLENITUD PROTECT PAÑAL ADULTO T(G) ENV x 8,15%,junio,Proteccion femenina
7896007547128,PLENITUD ROP INTERIOR PLUS P/M ENV x    8,15%,junio,Proteccion femenina
